Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"MAXPOWER 14-Inch Heavy Duty Aluminum Straight Pipe Wrench 14-Inch/350mm Plumbing Wrench Pipe Spanner Stillson
Brand MAXPOWER
Material Aluminium
Head style C Shaped
Operation mode Mechanical
🔧40% Lighter Than Comparable Iron Models - Nearly 40% lighter than steel models of the same size, this professional-strength aluminum wrench offers comparable durability and ease of use.
🔧Adjustable Pipe Spanner- I-beam handles with full floating forged and scaled hook jaw for superior gripping and quick adjustments.
🔧Non-stick Adjustment Nut - Plumbing wrench has a non-stick adjustment nut and self-cleaning threads with easily replaceable hook jaw, heel jaw, and spring assembly.
🔧Multi-Use Plumbing Tool - The 14in(350mm) versatile plumbing tool is ideal for pipe with diameter up to 50mm(2in).The straight pipe wrench is suitable for all types of pipe work.
🔧Jaw Opening Size - Up to 2-inch opening capacity, recommend for the plumber, or a recommended gift for father day or your husband.
Manufacturer MAXPOWER
Part Number QJ-TOYM-IUPF
Package Dimensions 33 x 8.6 x 3.7 cm; 900 Grams
Item model number QJ-TOYM-IUPF
Size 350mm/14 inch Pipe Wrench
Material Aluminium
Item Package Quantity 1
Head Style C Shaped
Batteries included? No
Batteries Required? No
Item Weight 900 g
","MAXPOWER 14-Inch Heavy Duty Aluminum Straight Pipe Wrench 14-Inch/350mm Plumbing Wrench Pipe Spanner Stillson
🔧40% Lighter Than Comparable Iron Models - Nearly 40% lighter than steel models of the same size, this professional-strength aluminum wrench offers comparable durability and ease of use.
🔧Adjustable Pipe Spanner- I-beam handles with full floating forged and scaled hook jaw for superior gripping and quick adjustments.
🔧Non-stick Adjustment Nut - Plumbing wrench has a non-stick adjustment nut and self-cleaning threads with easily replaceable hook jaw, heel jaw, and spring assembly.
🔧Multi-Use Plumbing Tool - The 14in(350mm) versatile plumbing tool is ideal for pipe with diameter up to 50mm(2in).The straight pipe wrench is suitable for all types of pipe work.
🔧Jaw Opening Size - Up to 2-inch opening capacity, recommend for the plumber, or a recommended gift for father day or your husband.
","Brand MAXPOWER
Material Aluminium
Head style C Shaped
Operation mode Mechanical
Manufacturer MAXPOWER
Part Number QJ-TOYM-IUPF
Package Dimensions 33 x 8.6 x 3.7 cm; 900 Grams
Item model number QJ-TOYM-IUPF
Size 350mm/14 inch Pipe Wrench
Material Aluminium
Item Package Quantity 1
Head Style C Shaped
Batteries included? No
Batteries Required? No
Item Weight 900 g
",metal,other,900g,other,33,8.6,3.7,handle
"Sealey AK623B Micrometer Torque Wrench 3/8"" Square Drive Calibrated Black Series
Brand Sealey
Item dimensions L x W x H 10 x 10 x 10 centimetres
Material Alloy Steel
Head style Fixed Square
Item Weight 2.34 Pounds
Heat treated steel ratchet head.
Fully hardened and tempered.
Range: 7-112Nm(5-83lb.ft).
Micrometer type torque range adjustment with scale graduated in both lb.ft and Nm.
Flip reverse ratchet mechanism.
Manufacturer Sealey
Brand Sealey
Model Sealey
Product Dimensions 10 x 10 x 10 cm; 1.06 Kilograms
Item model number AK623B
Manufacturer Part Number AK623B
OEM Part Number NAK623B
Cover Included Sealey AK623B Micrometre Torque Wrench 3/8"" Square Drive Calibrated Black Series
Lift type Mechanical
Item Weight 1.06 kg
","Sealey AK623B Micrometer Torque Wrench 3/8"" Square Drive Calibrated Black Series
Heat treated steel ratchet head.
Fully hardened and tempered.
Range: 7-112Nm(5-83lb.ft).
Micrometer type torque range adjustment with scale graduated in both lb.ft and Nm.
Flip reverse ratchet mechanism.
","Brand Sealey
Item dimensions L x W x H 10 x 10 x 10 centimetres
Material Alloy Steel
Head style Fixed Square
Item Weight 2.34 Pounds
Manufacturer Sealey
Brand Sealey
Model Sealey
Product Dimensions 10 x 10 x 10 cm; 1.06 Kilograms
Item model number AK623B
Manufacturer Part Number AK623B
OEM Part Number NAK623B
Cover Included Sealey AK623B Micrometre Torque Wrench 3/8"" Square Drive Calibrated Black Series
Lift type Mechanical
Item Weight 1.06 kg
",metal,other,1.06kg,other,10,10,10,other
"Teng 3892ag-E3 Torque Wrench 20-110nm 3/8 Square Drive
Flip reverse ratchet action. Manufactured to conform to BS 6703/88
Unique angular gauge, for use after tightening stretch bolts
Both the torque and angular gauge can be set with the one tool
Also suitable for 1/4 in square drive sockets if used in conjunction with 3/8 female/ 1/4 male adaptor (380035)
Robust oil resistant case
Manufacturer Teng
Part Number ASLAK73190076
Product Dimensions 50.2 x 43.6 x 27.2 cm; 580 Grams
Item model number ASLAK73190076
Voltage 240 Volts
Wattage 2000 watts
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Included Components 1
Batteries included? No
Batteries Required? No
Item Weight 580 g
","Teng 3892ag-E3 Torque Wrench 20-110nm 3/8 Square Drive
Flip reverse ratchet action. Manufactured to conform to BS 6703/88
Unique angular gauge, for use after tightening stretch bolts
Both the torque and angular gauge can be set with the one tool
Also suitable for 1/4 in square drive sockets if used in conjunction with 3/8 female/ 1/4 male adaptor (380035)
Robust oil resistant case
","Manufacturer Teng
Part Number ASLAK73190076
Product Dimensions 50.2 x 43.6 x 27.2 cm; 580 Grams
Item model number ASLAK73190076
Voltage 240 Volts
Wattage 2000 watts
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Included Components 1
Batteries included? No
Batteries Required? No
Item Weight 580 g
",other,other,580g,other,50.2,43.6,27.2,other
"Draper 34570 Ratchet Drive Torq Wrench, 3/8"" Square Drive, 10Nm-80Nm
Brand Draper
Item dimensions L x W x H 45 x 24.6 x 6.2 centimetres
Head style Fixed Square
Item Weight 0.82 Kilograms
Lift type Mechanical

Reversible ratchet head
Nm and inch-pound scales engraved on the barrel
Accurate pre-set torque values
Wrench produces an audible click and a slight, safe release of tension
Torque range runs from 10-80 nm or 88.5-708 inch-pounds

Manufacturer Draper
Brand Draper
Model 8934570
Product Dimensions 45 x 24.6 x 6.2 cm; 821 Grams
Item model number 34570
Manufacturer Part Number 34570
Lift type Mechanical
Item Weight 821 g
","Draper 34570 Ratchet Drive Torq Wrench, 3/8"" Square Drive, 10Nm-80Nm

Reversible ratchet head
Nm and inch-pound scales engraved on the barrel
Accurate pre-set torque values
Wrench produces an audible click and a slight, safe release of tension
Torque range runs from 10-80 nm or 88.5-708 inch-pounds

","Brand Draper
Item dimensions L x W x H 45 x 24.6 x 6.2 centimetres
Head style Fixed Square
Item Weight 0.82 Kilograms
Lift type Mechanical
Manufacturer Draper
Brand Draper
Model 8934570
Product Dimensions 45 x 24.6 x 6.2 cm; 821 Grams
Item model number 34570
Manufacturer Part Number 34570
Lift type Mechanical
Item Weight 821 g
",other,other,821g,other,45,24.6,6.2,other
"Draper 64534 Square Drive Ratchet Torque Wrench 3/8 Inch
Brand Draper
Item dimensions L x W x H 30.6 x 5.4 x 5.2 centimetres
Material Man Made
Head style Fixed Square
Operation mode Mechanical
Supplied in blow mould storage case.
Overall length: approximately 280mm (11 inch).
Created using SPOT IIDP
Marked range: 10 - 80Nm and 88.5-708in-lb. The in-lb and Nm scale is engraved on the barrel of the wrench.
Manufacturer Drapper
Part Number 64534
Product Dimensions 30.6 x 5.4 x 5.2 cm; 890 Grams
Item model number 64534
Size 3/8 Inch
Colour Blue
Material Man Made
Volume 5 litres
Item Package Quantity 1
Head Style Fixed Square
Included Components Draper 3/8"" Square Drive 10 - 80Nm or 88.5-708 in-lb Ratchet Torque Wrench
Batteries included? No
Batteries Required? No
Item Weight 890 g
","Draper 64534 Square Drive Ratchet Torque Wrench 3/8 Inch
Supplied in blow mould storage case.
Overall length: approximately 280mm (11 inch).
Created using SPOT IIDP
Marked range: 10 - 80Nm and 88.5-708in-lb. The in-lb and Nm scale is engraved on the barrel of the wrench.
","Brand Draper
Item dimensions L x W x H 30.6 x 5.4 x 5.2 centimetres
Material Man Made
Head style Fixed Square
Operation mode Mechanical
Manufacturer Drapper
Part Number 64534
Product Dimensions 30.6 x 5.4 x 5.2 cm; 890 Grams
Item model number 64534
Size 3/8 Inch
Colour Blue
Material Man Made
Volume 5 litres
Item Package Quantity 1
Head Style Fixed Square
Included Components Draper 3/8"" Square Drive 10 - 80Nm or 88.5-708 in-lb Ratchet Torque Wrench
Batteries included? No
Batteries Required? No
Item Weight 890 g
",other,blue,890g,other,30.6,5.4,5.2,other
"Wera Click Torque A 5 Adjustable Torque Wrench, 1/4"" Square Drive, 2.5 - 25 Nm, 05075604001
Brand Wera
Item dimensions L x W x H 32.5 x 5 x 5 centimetres
Head style Fixed Square
Item torque 2.5 Newton Meters
Weight 0.01 Kilograms
With ¼"" square drive, reversible ratchet, 45 teeth
Easy setting and saving of the desired torque value with audible and tactile clicks when reaching the scale values
Audible and tactile release mechanism when the set torque value is reached
Measuring range: 2. 5-25 Nm; precise to +/- 4% as per DIN EN ISO 6789-1: 2017-07
Very robust design with ergonomic 2-component handle suitable for right-hand use
Manufacturer Wera
Part Number 05075604001
Product Dimensions 32.5 x 5 x 5 cm; 11 Grams
Item model number 05075604001
Size 1/4-Inch
Colour Black/Green
Voltage 1 Volts
Wattage 1 watts
Torque 2.5 Newton Meters
Item Package Quantity 1
Number Of Pieces 1
Maximum Pressure 1 Bars
Head Style Fixed Square
Measurement System Metric
Included Components Click-Torque A 5 torque wrench with reversible ratchet, 1/4 inch square, 2.5 - 25 Nm
Batteries included? No
Batteries Required? No
Item Weight 11 g
","Wera Click Torque A 5 Adjustable Torque Wrench, 1/4"" Square Drive, 2.5 - 25 Nm, 05075604001
With ¼"" square drive, reversible ratchet, 45 teeth
Easy setting and saving of the desired torque value with audible and tactile clicks when reaching the scale values
Audible and tactile release mechanism when the set torque value is reached
Measuring range: 2. 5-25 Nm; precise to +/- 4% as per DIN EN ISO 6789-1: 2017-07
Very robust design with ergonomic 2-component handle suitable for right-hand use
","Brand Wera
Item dimensions L x W x H 32.5 x 5 x 5 centimetres
Head style Fixed Square
Item torque 2.5 Newton Meters
Weight 0.01 Kilograms
Manufacturer Wera
Part Number 05075604001
Product Dimensions 32.5 x 5 x 5 cm; 11 Grams
Item model number 05075604001
Size 1/4-Inch
Colour Black/Green
Voltage 1 Volts
Wattage 1 watts
Torque 2.5 Newton Meters
Item Package Quantity 1
Number Of Pieces 1
Maximum Pressure 1 Bars
Head Style Fixed Square
Measurement System Metric
Included Components Click-Torque A 5 torque wrench with reversible ratchet, 1/4 inch square, 2.5 - 25 Nm
Batteries included? No
Batteries Required? No
Item Weight 11 g
",other,black,11g,other,32.5,5,5,handle
"Wera Click Torque B 1 Adjustable Torque Wrench, 3/8"" Square Drive, 10 - 50 Nm, 05075610001
With 3/8"" square drive, reversible ratchet, 45 teeth
Easy setting and saving of the desired torque value with audible and tactile clicks when reaching the scale values
Audible and tactile release mechanism when the set torque value is reached
Measuring range: 10-50 Nm; Precise to +/- 3% as per DIN EN ISO 6789-1:2017-07
Very robust design with ergonomic 2-component handle suitable for right-hand use
Manufacturer Wera
Part Number 05075610001
Product Dimensions 39.5 x 6 x 6 cm; 11 Grams
Item model number 05075610001
Size 3/8-Inch
Colour Black/Green
Voltage 1 Volts
Wattage 1 watts
Torque 10 Newton Meters
Item Package Quantity 1
Number Of Pieces 1
Maximum Pressure 1 Bars
Head Style Fixed Square
Measurement System Metric
Included Components Click-Torque B 1 torque wrench with reversible ratchet, 3/8 inch, 10 - 50 Nm
Batteries included? No
Batteries Required? No
Item Weight 11 g
","Wera Click Torque B 1 Adjustable Torque Wrench, 3/8"" Square Drive, 10 - 50 Nm, 05075610001
With 3/8"" square drive, reversible ratchet, 45 teeth
Easy setting and saving of the desired torque value with audible and tactile clicks when reaching the scale values
Audible and tactile release mechanism when the set torque value is reached
Measuring range: 10-50 Nm; Precise to +/- 3% as per DIN EN ISO 6789-1:2017-07
Very robust design with ergonomic 2-component handle suitable for right-hand use
","Manufacturer Wera
Part Number 05075610001
Product Dimensions 39.5 x 6 x 6 cm; 11 Grams
Item model number 05075610001
Size 3/8-Inch
Colour Black/Green
Voltage 1 Volts
Wattage 1 watts
Torque 10 Newton Meters
Item Package Quantity 1
Number Of Pieces 1
Maximum Pressure 1 Bars
Head Style Fixed Square
Measurement System Metric
Included Components Click-Torque B 1 torque wrench with reversible ratchet, 3/8 inch, 10 - 50 Nm
Batteries included? No
Batteries Required? No
Item Weight 11 g
",other,black,11g,other,39.5,6,6,handle
"ACDelco ARM601-3 3/8” Digital Torque Wrench (5 - 50 Nm) with Buzzer and LED Flash Notification – ISO 6789 Standards with Certificate of Calibration
Brand ACDelco
Material Metal
Operation mode Battery
EASY TO USE – Our lightweight, professional (5 to 50 Nm) torque digital torque wrench is engineered with high-quality materials that displays real-time torque values in ft-lbs. and Nm. Excellent tool for tiny, tight, and narrow working environment, but also reliable torque values that is ideal for professionals, automotive, motor bikes, and many other industrial uses.
SUPERIOR QUALITY – ACDelco is long known for its stellar quality and this tool is no different. It offers speed, accuracy, and an easy to read LCD screen that beeps when a desired torque value is achieved. Our digital torque wrench is also highly efficient, with longer lifespan and industrial grade alloy metal engineered to last years or even decades to come with proper uses.
USER-FRIENDLY – Lightweight composite housing with ergonomic soft grip handle design provides comfort for long working hours and a secure grip for maximum control and steadiness. Slim body design molded to securely fit and balance hand torque to help reduce vibration and fatigue with less wear on your hands.
VALUE KIT – Our kit comes with a digital torque wrench, a manual of instructions and guidance, and a hard-shell case that protects and secures the tool when not in use. This tool is powered by 4 AAA batteries (not included).
100% SATISFACTION GUARANTEED – For over 35 years we have been manufacturing and providing the best products and services to our customers. Every purchase comes with a manufacturer’s limited 1-year warranty, so you can buy with confidence!
Manufacturer ACDelco
Package Dimensions 47.7 x 12.6 x 7.2 cm; 1.22 Kilograms
Batteries 4 AAA batteries required.
Material Metal
Batteries included? No
Batteries Required? Yes
Item Weight 1.22 kg
","ACDelco ARM601-3 3/8” Digital Torque Wrench (5 - 50 Nm) with Buzzer and LED Flash Notification – ISO 6789 Standards with Certificate of Calibration
EASY TO USE – Our lightweight, professional (5 to 50 Nm) torque digital torque wrench is engineered with high-quality materials that displays real-time torque values in ft-lbs. and Nm. Excellent tool for tiny, tight, and narrow working environment, but also reliable torque values that is ideal for professionals, automotive, motor bikes, and many other industrial uses.
SUPERIOR QUALITY – ACDelco is long known for its stellar quality and this tool is no different. It offers speed, accuracy, and an easy to read LCD screen that beeps when a desired torque value is achieved. Our digital torque wrench is also highly efficient, with longer lifespan and industrial grade alloy metal engineered to last years or even decades to come with proper uses.
USER-FRIENDLY – Lightweight composite housing with ergonomic soft grip handle design provides comfort for long working hours and a secure grip for maximum control and steadiness. Slim body design molded to securely fit and balance hand torque to help reduce vibration and fatigue with less wear on your hands.
VALUE KIT – Our kit comes with a digital torque wrench, a manual of instructions and guidance, and a hard-shell case that protects and secures the tool when not in use. This tool is powered by 4 AAA batteries (not included).
100% SATISFACTION GUARANTEED – For over 35 years we have been manufacturing and providing the best products and services to our customers. Every purchase comes with a manufacturer’s limited 1-year warranty, so you can buy with confidence!
","Brand ACDelco
Material Metal
Operation mode Battery
Manufacturer ACDelco
Package Dimensions 47.7 x 12.6 x 7.2 cm; 1.22 Kilograms
Batteries 4 AAA batteries required.
Material Metal
Batteries included? No
Batteries Required? Yes
Item Weight 1.22 kg
",metal,other,1.22kg,other,47.7,12.6,7.2,handle;led
"Kraftmann 9576 | Torque Wrench | 20 mm (3/4"") | 140 - 980 Nm
Brand Kraftmann
Item dimensions L x W x H 83 x 8 x 3 centimetres
Item torque 140 Newton Meters
Weight 5.01 Kilograms
Reversible ratchet wrench head for tightening the moment of twisting into screwed joints with thread to the right.
Release by clicking signal when tightening is reached
Fitted torque value lock
Transmission Profile: Internal Square
Drive Profile: External Square
Drive profile size, angled system: 3/4""
Min-turn torque 140 Nm.
Torque max. : 980 Nm
Manufacturer Kraftmann
Part Number 9576
Product Dimensions 83 x 8 x 3 cm; 5.01 Kilograms
Item model number 9576
Torque 140 Newton Meters
Item Package Quantity 1
Included Components Torque Wrench
Batteries included? No
Batteries Required? No
Item Weight 5.01 kg
","Kraftmann 9576 | Torque Wrench | 20 mm (3/4"") | 140 - 980 Nm
Reversible ratchet wrench head for tightening the moment of twisting into screwed joints with thread to the right.
Release by clicking signal when tightening is reached
Fitted torque value lock
Transmission Profile: Internal Square
Drive Profile: External Square
Drive profile size, angled system: 3/4""
Min-turn torque 140 Nm.
Torque max. : 980 Nm
","Brand Kraftmann
Item dimensions L x W x H 83 x 8 x 3 centimetres
Item torque 140 Newton Meters
Weight 5.01 Kilograms
Manufacturer Kraftmann
Part Number 9576
Product Dimensions 83 x 8 x 3 cm; 5.01 Kilograms
Item model number 9576
Torque 140 Newton Meters
Item Package Quantity 1
Included Components Torque Wrench
Batteries included? No
Batteries Required? No
Item Weight 5.01 kg
",other,other,5.01kg,other,83,8,3,lock
"Wera Click Torque C 2 Adjustable Torque Wrench, 1/2"" Square Drive, 20 - 100 Nm, 05075621001
Brand Wera
Item dimensions L x W x H 46 x 6 x 6 centimetres
Head style Fixed Square
Item torque 20 Newton Meters
Weight 1.24 Kilograms
With 1/2"" square drive, reversible ratchet, 45 teeth
Easy setting and saving of the desired torque value with audible and tactile clicks when reaching the scale values
Audible and tactile release mechanism when the set torque value is reached
Measuring range: 20-100 Nm; Precise to +/- 3% as per DIN EN ISO 6789-1:2017-07
Very robust design with ergonomic 2-component handle suitable for right-hand use
Manufacturer Wera
Part Number 05075621001
Product Dimensions 46 x 6 x 6 cm; 1.24 Kilograms
Item model number 05075621001
Size 1/2-inch
Colour Black/Green
Voltage 1 Volts
Wattage 1 watts
Torque 20 Newton Meters
Item Package Quantity 1
Number Of Pieces 1
Maximum Pressure 1 Bars
Head Style Fixed Square
Measurement System Metric
Included Components Click-Torque C 2 torque wrench with reversible ratchet, 1/2 inch, 20 - 100 Nm
Batteries included? No
Batteries Required? No
Item Weight 1.24 kg
","Wera Click Torque C 2 Adjustable Torque Wrench, 1/2"" Square Drive, 20 - 100 Nm, 05075621001
With 1/2"" square drive, reversible ratchet, 45 teeth
Easy setting and saving of the desired torque value with audible and tactile clicks when reaching the scale values
Audible and tactile release mechanism when the set torque value is reached
Measuring range: 20-100 Nm; Precise to +/- 3% as per DIN EN ISO 6789-1:2017-07
Very robust design with ergonomic 2-component handle suitable for right-hand use
","Brand Wera
Item dimensions L x W x H 46 x 6 x 6 centimetres
Head style Fixed Square
Item torque 20 Newton Meters
Weight 1.24 Kilograms
Manufacturer Wera
Part Number 05075621001
Product Dimensions 46 x 6 x 6 cm; 1.24 Kilograms
Item model number 05075621001
Size 1/2-inch
Colour Black/Green
Voltage 1 Volts
Wattage 1 watts
Torque 20 Newton Meters
Item Package Quantity 1
Number Of Pieces 1
Maximum Pressure 1 Bars
Head Style Fixed Square
Measurement System Metric
Included Components Click-Torque C 2 torque wrench with reversible ratchet, 1/2 inch, 20 - 100 Nm
Batteries included? No
Batteries Required? No
Item Weight 1.24 kg
",other,black,1.24kg,other,46,6,6,handle
"OX OX-P324606 PRO Series Adjustable Wrench, Extra Wide Jaw - Adjustable Plumbing Spanner with Dua Grip Soft Grip Handle - Multifunctional tool - 6 inch
Brand OX Tools
Item dimensions L x W x H 30 x 75 x 240 millimetres
Head style Box End
Weight 0.17 Kilograms
Operation mode Mechanical
EXTRA WIDE JAW: The OX PRO Series Wrench has an adjustable jaw that can expand up to 34mm in width.
DESIGNED TO PERFECTION: The head of The OX Pro Extra Wide Jaw Adjustable Wrench is slim, and the tips are pointed so that it can be used comfortably in narrow spaces as well. The jaw has a measurement scale engraved for precision.
TOUGH AS AN OX: The OX Pro Extra Wide Jaw Adjustable Wrench is precision hardened for extreme durability.
DURAGRIP Handle: The wrench is fitted with DURA GRIP Soft Handle to give you an anti-slip grip - giving you better control.
MULTIFUNCTIONAL TOOL: The adjustable jaw with a slim head and measurement scale makes the OX PRO Series Wrench suitable for plumbing sanitaryware, wash basins, tube nut disassembly, gas industry work, etc.
Manufacturer OX Tools UK
Part Number OX-P324606
Product Dimensions 3 x 7.5 x 24 cm; 170 Grams
Item model number OX-P324606
Size 6” (150mm)
Colour Multi-colour
Style Extra Wide
Pattern Single
Item Package Quantity 1
Number Of Pieces 1
Head Style Box End
Measurement System Metric
Included Components 1 x OX Pro Series Adjustable Wrench Extra Wide Jaw 6” (150mm)
Batteries included? No
Batteries Required? No
Item Weight 170 g
","OX OX-P324606 PRO Series Adjustable Wrench, Extra Wide Jaw - Adjustable Plumbing Spanner with Dua Grip Soft Grip Handle - Multifunctional tool - 6 inch
EXTRA WIDE JAW: The OX PRO Series Wrench has an adjustable jaw that can expand up to 34mm in width.
DESIGNED TO PERFECTION: The head of The OX Pro Extra Wide Jaw Adjustable Wrench is slim, and the tips are pointed so that it can be used comfortably in narrow spaces as well. The jaw has a measurement scale engraved for precision.
TOUGH AS AN OX: The OX Pro Extra Wide Jaw Adjustable Wrench is precision hardened for extreme durability.
DURAGRIP Handle: The wrench is fitted with DURA GRIP Soft Handle to give you an anti-slip grip - giving you better control.
MULTIFUNCTIONAL TOOL: The adjustable jaw with a slim head and measurement scale makes the OX PRO Series Wrench suitable for plumbing sanitaryware, wash basins, tube nut disassembly, gas industry work, etc.
","Brand OX Tools
Item dimensions L x W x H 30 x 75 x 240 millimetres
Head style Box End
Weight 0.17 Kilograms
Operation mode Mechanical
Manufacturer OX Tools UK
Part Number OX-P324606
Product Dimensions 3 x 7.5 x 24 cm; 170 Grams
Item model number OX-P324606
Size 6” (150mm)
Colour Multi-colour
Style Extra Wide
Pattern Single
Item Package Quantity 1
Number Of Pieces 1
Head Style Box End
Measurement System Metric
Included Components 1 x OX Pro Series Adjustable Wrench Extra Wide Jaw 6” (150mm)
Batteries included? No
Batteries Required? No
Item Weight 170 g
",other,other,170g,other,3,7.5,24,handle
"Sealey STW309 1/2""Sq Drive Flexi-Head Digital Torque Wrench with Angle Function 20-200Nm

Rugged and resilient digital torque wrench suitable for workshop and factory use.
LCD read-out with LED, audible alarm and vibration indicating achieved and target torque levels.
Read-outs in Nm, lb.in, lb/ft. or KGF. M.
Reversible Chrome Vanadium 72-tooth ratchet allows torque reading in either direction.
Accurate to ±2% between 10% and 100% of wrench’s stated capacity.

Manufacturer Sealey
Part Number STW309
Product Dimensions 10.8 x 67.2 x 9.2 cm; 2.44 Kilograms
Item model number STW309
Size 1/2"" - 20 - 200 Nm
Colour Multicoloured
Material Chrome Vanadium Steel
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 2.44 kg
","Sealey STW309 1/2""Sq Drive Flexi-Head Digital Torque Wrench with Angle Function 20-200Nm

Rugged and resilient digital torque wrench suitable for workshop and factory use.
LCD read-out with LED, audible alarm and vibration indicating achieved and target torque levels.
Read-outs in Nm, lb.in, lb/ft. or KGF. M.
Reversible Chrome Vanadium 72-tooth ratchet allows torque reading in either direction.
Accurate to ±2% between 10% and 100% of wrench’s stated capacity.

","Manufacturer Sealey
Part Number STW309
Product Dimensions 10.8 x 67.2 x 9.2 cm; 2.44 Kilograms
Item model number STW309
Size 1/2"" - 20 - 200 Nm
Colour Multicoloured
Material Chrome Vanadium Steel
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 2.44 kg
",metal,other,2.44kg,other,10.8,67.2,9.2,led
"OX Tools OX-P560507 Pro Series Adjustable Stubby Wrench Extra Wide Jaw 7” (180mm), Slim
Brand OX Tools
Item dimensions L x W x H 20 x 120 x 226 millimetres
Material Alloy Steel
Weight 0.45 Kilograms
Operation mode Mechanical
Short Handled Wrench For Access In Restricted Spaces
0 - 53Mm Ultra Wide Opening Slim Jaws
Dipped Handle For Comfort
Heavy Duty Build For Long Life
Manufacturer OX Tools
Part Number OX-P560507
Product Dimensions 2 x 12 x 22.6 cm; 450 Grams
Item model number OX-P560507
Size Slim 7” (180mm)
Colour Ox
Material Alloy Steel
Shape Rectangular
Item Package Quantity 1
Included Components Wrench
Batteries included? No
Batteries Required? No
Item Weight 450 g
","OX Tools OX-P560507 Pro Series Adjustable Stubby Wrench Extra Wide Jaw 7” (180mm), Slim
Short Handled Wrench For Access In Restricted Spaces
0 - 53Mm Ultra Wide Opening Slim Jaws
Dipped Handle For Comfort
Heavy Duty Build For Long Life
","Brand OX Tools
Item dimensions L x W x H 20 x 120 x 226 millimetres
Material Alloy Steel
Weight 0.45 Kilograms
Operation mode Mechanical
Manufacturer OX Tools
Part Number OX-P560507
Product Dimensions 2 x 12 x 22.6 cm; 450 Grams
Item model number OX-P560507
Size Slim 7” (180mm)
Colour Ox
Material Alloy Steel
Shape Rectangular
Item Package Quantity 1
Included Components Wrench
Batteries included? No
Batteries Required? No
Item Weight 450 g
",metal,other,450g,other,2,12,22.6,handle
"Park Tool TW-6.2 Ratcheting Torque Wrench 10-60Nm Drive Tool 3/8-Inch
Brand Park Tool
Item dimensions L x W x H 37.5 x 7 x 5.1 centimetres
Material Alloy Steel
Head style Fixed Square
Item weight 2.2 Pounds
High quality, ratcheting torque wrench to quickly and accurately measure and apply the proper amount of torque to components and accessories
The TW-6.2 features a dial-adjust click system to pre-set the desired torque setting
Ratcheting 3/8 inch drive fitting
Model number: QKTW62
Color Blue
Size 3/8-Inch
Style TW-6.2 Ratcheting Torque Wrench 10-60Nm Drive
Material composition Steel
Height 2 inches
Item display length 14 inches
Weight 1.1 Kilograms
Item display width 2 inches
Material type Alloy Steel
Number of items 1
Seasons Year-round
Skill level DIY
Sport 53000 Cycling
Batteries included? No
Brand Park Tool
Department Unisex
Manufacturer Park Tool
Item model number QKTW62
Product Dimensions 37.47 x 6.99 x 5.08 cm; 997.9 Grams
ASIN B01N0XWS64
","Park Tool TW-6.2 Ratcheting Torque Wrench 10-60Nm Drive Tool 3/8-Inch
High quality, ratcheting torque wrench to quickly and accurately measure and apply the proper amount of torque to components and accessories
The TW-6.2 features a dial-adjust click system to pre-set the desired torque setting
Ratcheting 3/8 inch drive fitting
Model number: QKTW62
","Brand Park Tool
Item dimensions L x W x H 37.5 x 7 x 5.1 centimetres
Material Alloy Steel
Head style Fixed Square
Item weight 2.2 Pounds
Color Blue
Size 3/8-Inch
Style TW-6.2 Ratcheting Torque Wrench 10-60Nm Drive
Material composition Steel
Height 2 inches
Item display length 14 inches
Weight 1.1 Kilograms
Item display width 2 inches
Material type Alloy Steel
Number of items 1
Seasons Year-round
Skill level DIY
Sport 53000 Cycling
Batteries included? No
Brand Park Tool
Department Unisex
Manufacturer Park Tool
Item model number QKTW62
Product Dimensions 37.47 x 6.99 x 5.08 cm; 997.9 Grams
ASIN B01N0XWS64
",metal,other,997.9g,other,37.5,7,5.1,other
